Location,Text
"NoVA, USA","When will #DoctorsSpeakUp that the #Hepatitis B #vaccine for newborns is unnecessary and harmful?
Putting the vast majority of US children at unnecessary risk of neurodevelopmental injury with incalculable costs to society is unforgivable.

https://t.co/PQBhqgzdls"
"Chicago, IL","4 years Med school, 3 years residency, over 20 years in family medicine practice. The only place I have ever seen measles is in an unvaccinated community in Africa. Why? Bc #VaccinesWork #DoctorsSpeakUp"
,"It is difficult to get a man to understand something when his salary depends upon his not understanding it - Upton Sinclair

#DoctorsSpeakUp"
,@drbrignall @DrToddWo @somedocs @AboutPediatrics But alt med docs know childhood viruses can easily be cured whereas vaccines injuries (neurological and autoimmune) are insidious. #DoctorsSpeakUp #YouCanStillMakeMoneyWithHealthyKidsGettingHealthier
,When will #DoctorsSpeakUp That #VaccineCourt is a travesty of justice?
Midwest,"@BusyDrT Actually, we are mostly ex-vaxxers. 
We believed our doctor, and suffered. 
#RussianRoulette
#VaccinesKill
Its about time that #DoctorsSpeakUp"
Bayport ny ,When will #DoctorsSpeakUp that vaccine injury is real &amp; not rare and  peanut allergies is one or them
,When will #DoctorsSpeakUp that #vaccines harm and kill children? @AAPMichigan @AmerAcadPeds
"Massachusetts, USA","@KidsDocCT @Docbasia @PedsMamaDoc @IAmTheHerd @Vaxyourfam @aafp @AAPPres @famfightflu @CDCFlu @healthychildren @CitizenHealthio @PPA_USA @PhyWorkTogether @DrToddWo @somedocs @ShotsHeard @ZDoggMD @NicoleB_MD @thepedimom @DrCJohns @GretchenLasalle @JillGrimesMD How many busses of kids died from flu? That’s AT LEAST 2.5 schoolbusses of 50 kids each. 

#FluKillsKids
#VaccinesSaveLives 
#DoctorsSpeakUp"
Trying to make a difference,Antivaxxers emailed my employers asking them to fire me for countering vaccine misinformation online. When that didn’t work they posted my office address asking other antivaxxers to “take care of” me. Without facts on their side they have to resort to harassment. #DoctorsSpeakUp https://t.co/WXS6MKLBiM
"Overland Park, Kansas","COVID-19 is on everyone's mind, but influenza and other preventable infections still have greater risk to us in many ways.
Help Prevent the Spread of Infections! 
#VaccinesWork #DoctorsSpeakUp #VaccinesSaveLives
https://t.co/jWZ9ZHMdh3"
,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get reported, according to a Harvard study?"
"Conception Bay South, Newfoundland and Labrador",#doctorsspeakup have you read the safety studies?  Or you just “believe they exist”?
California,"@LaughlandMorgan @LotusOak2 Yes, CDC needs to be fired for conflicts of interest and shredding the evidence. https://t.co/AtIokphDe8  #10 question #pharmobedience #DoctorsSpeakUp"
,"@DrToddWo @Sarah_Mojarad Here is your problem: Vaccines get rid of mild 5-10 day viruses (psst- we have IV and vit A etc), but you refuse to see the autoimmue and neurological issues. You have been brainwashed by Pharma and ego cant accept. #DoctorsSpeakUp"
Maine,"@PharmaFactz Because #VaccinesSaveLives
And retweet #DoctorsSpeakUp if you know they do too!"
United States,Hopefully #DoctorsSpeakUp and ask important questions to help bring down chronic illness is our babies and stop pushing the big pharma agenda. #VoteNoHB5044 #mychildmychoice
"Kings Park, NY","Dr’s take an oath ‘first do no harm’, yet they do it everyday...#medtwitter #DoctorsSpeakUp"
"NoVA, USA","#STUDY: Acute Disseminated Encephalomyelitis Following Seasonal #Flu Vaccination in 83-yo Patient

https://t.co/mmje3sJfNK

Case of #ADEM, 8 days after the #FluShot, ""emphasizing the paramount importance of recognizing recent vaccination exposures.""

#LearnTheRisk #DoctorsSpeakUp"
"Overland Park, Kansas","This is a great retort to many of the questions that have been asked today about the safety and efficacy of vaccines. 

#VaccinesWork #DoctorsSpeakUp #NursesSpeakUp https://t.co/1zNAiGCfia"
NJ,"Dr Rogers, you are correct. For ex: 43% increase diagnosis of #autism in 4 year olds between 2010-2014 CANNOT be attributable to better diagnosis &amp; awareness. When will #DoctorsSpeakUp &amp; stand up to pharma hiding data &amp; lobbying legislators? Aluminum &amp; mercury are neurotoxins. https://t.co/N37nJNgPqN https://t.co/62WeyMdsEZ"
"Freeport, MN","When will #DoctorsSpeakUp that the flu #vaccine is dangerous, ineffective, and won't protect against #coronavirus?"
,"When will #DoctorsSpeakUp that there #aborted #fetuses are used to find just the right #CellLine for some #vaccines
https://t.co/sCehHpm9sZ"
,@ENirenberg I ❤️ you so hard right now! #DoctorsSpeakUp #NursesSpeakUp
"New York, USA","• • •  Reason 21 • • • 
#DoctorsSpeakUp #VaccinesSaveLives #alliedcares 
 @ZDoggMD @EricLeveneMD @KFiersteinMD @eveamk https://t.co/tPzT5NX6qw"
Palo Alto,"Crackerjack fact #4

More than five times as many pediatricians have been convicted and jailed for sexual assault of a child since 2000 than priests. 

And you want to leave your child alone with one for a private 'chat'?
#DoctorsSpeakUp"
"under the sea, Nova Scotia ","Looks like someone doesn't understand better diagnostic criteria.

#DoctorsSpeakUp https://t.co/1vwNGCJ9P7"
"Sacramento, CA","@ShannonRasp @rainbowofsun @igitwp @joshbucky is representative of the anti-vax movement, which harasses and threatens because they don't have #science. #DoctorsSpeakUp #StopAntiVaxViolence #IVax2Protect https://t.co/Yg4FIICBpO"
California,"@halpern_naomi @BeckyJohnson222 I'm so sorry for your loss. https://t.co/fVkTaoWQ8m
and sudden Senior death too...when will #DoctorsSpeakUp?"
California,@LotusOak2 OMG TRAGIC. This could be prevented if more #DoctorsSpeakUp about the dangers of vaccines.  https://t.co/AtIokphDe8
,@MarionRSills NOPE! Doctors are trained by Pharma. Doctors do not know how to think for themselves anymore. Why will they not see the damage they have done? #DoctorsSpeakUp
,"Why are Ex-Vaxx and anti-vaxxers the only ones that see a problem here.  @POTUS @realDonaldTrump @GovNedLamont. Help change this.

To make a difference we need #DoctorsSpeakUp! https://t.co/rxcw2ihKiK"
,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get reported, according to a Harvard study? #vaccinestakelives @AmerAcadPeds @ncpeds"
"Hermosa Beach, CA","When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?"
,"Event 201 in November, conference hosted by the Bill &amp; Melinda Gates foundation, passed out toy coronavirus plushies and had a preparedness drill, you know-  just in case there is a sudden outbreak 2 months later. 
https://t.co/thjDuSyonH
https://t.co/XsCgdvOZkL
#DoctorsSpeakUp"
FL,"Some #DoctorsSpeakUp others stick their head in the sand, and others are complicit in the #eugenics . @allnurses https://t.co/YQnYWUmbgn"
,"@kuriousmind93 @NIH_LLAMAS @HighWireTalk @JayGordonMDFAAP You are really good at repeating the half truths and the subsequent misinterpretations as fed to you by AV puppet masters like Del
#DoctorsSpeakUp #NursesSpeakUp"
Virginia,"@coldhardtruther @NICUBatman @eveamk @AmerAcadPeds Time for #tweetiatricians to stop insulting attacks on those w/concerns re: vaccine products, and acknowledge as lawsuit just made clear: We do not have science to say ""Vaccines Don't Cause Autism"". CDC knows it. Now public now knows it. #DoctorsSpeakUp
https://t.co/ok8ANZdIJu"
"Newington, CT",#DoctorsSpeakUp for your patients and their families and stop being afraid of Pharma! https://t.co/E6Uc52U9Zw
,#Doctorsspeakup Please provide even one safety study where a vaccine is tested against a real saline placebo. I’d love seeing that as I haven't been able to find such a study. Then you have the issue with the whole vaccine schedule never tested as a whole. I'll take one study tho
,My son genetics doctor told me that vaccines could have affected his liver. When will others #DoctorsSpeakUp?
"Nashville, TN",My kids are vaccinated. What more is there to say? #DoctorsSpeakUp https://t.co/KlLRutFKel
,"The world need more Dr. Alvin Moss! #DoctorsSpeakUp #DoctorsSpeakOut #TruthSayer #WeDoNotConsent #1stAmendment #religiousfreedom #TeamParentsNY #medicalfreedom #informedconsent #makepharmaliableagain
#parentsknowbetterthanbureaucrats
#mybodymychoice https://t.co/GUFds6awx7"
,The #vaccinecourt is funded by federal tax dollars because the #vaccine makers cannot be sued. #DoctorsSpeakUp #donoharm https://t.co/Y1GoiaRDpD
California,"This is the kind of legislation we need--to make corporations responsible, not inflict their poisons without liability. Are we citizens or are we inmates? https://t.co/AtIokphDe8 #DoctorsSpeakUp https://t.co/KJyxWxz6hO"
"Arizona, USA",@TakeThatCDC @KathleenMcKeon6 @KatLaRue7 @skytroubled @AutismLiterally @DrDanRWilson @TheFrankmanMN @MeddlinMegs @_mamadeb @jkellyca @FrankDElia7 @brianjohnson67 @mcfunny @Unknown59521363 @Sheldon_Walker_ @TinFoilAwards @doritmi @AquaVelvaBoy @SMcwoof @ChrisJohnsonMD @Monstercoyliar @FollowingForFu2 @RisetteMD @StopVaxxedLies @CanuckistanD @Charbrevolution @imalillygirl33 @WendyOrent @kfunk937 @ProVaxProHealth @TravellingAgro @HelloGeorgeN @silversynergy @wyllic @LithiumCa @BGLTHMND @BlueLionBlog @JaneEOpie @immunotoxPhD @GeoffSchuler @krebiozen @TransWoman3 @AlumiLynn @regina1775 @RandomUrban @thereal_truther @TheWorldIsFla11 @ianfmusgrave Great Green Veggie! (Sorry just thought I'd say Hi! Since I've seen/replied to most everyone else since coming back outta hiding..😁) #MentalHealthBreak from Twitter (and come back to AVs hijacking #DoctorsSpeakUp 🤦🏼‍♀️ figures.)
,"@GirlProjectShip Good chance you don't have an immune system because of something that vaccines did to destroy it. You do get that vaccines are designed to modulate your immune system, right? #DoctorsSpeakUp"
,When will #DoctorsSpeakUp and admit that they only #vaccinate kids because they hate seeing them get sick?
"Newington, CT",Follow the science and not the money! #DoctorsSpeakUp https://t.co/HO3gR6vj4S
your moms basement,"How can you assure me it is not from vaccines when there is no data to support that statement. #DoctorsSpeakUp 
#idonotconsent 
#WEDID https://t.co/9Qv13tMZmT"
,this is what happens to those who lose their children to vaccine injury #DoctorsSpeakUp #censorship  #discrimination #Shadowbanning https://t.co/MyM1y1H4LL
,It’s the #vaccines!!! #DoctorsSpeakUp https://t.co/Vh0CPaDoR8
,"#vaccineInjury is real.  If #DoctorsSpeakUp then they need to be honest.  This is my son, his life stolen by #BigPharma  GREED.  Jeremy before and after 2018 2019 https://t.co/7PgdU5YAZ1 via @YouTube"
,"@JeydithMd Good chance the measles would have been completely eliminated like scarlet fever, had the vaccine not ruined natural cycle. Measles was almost gone due to plumbing and then the damn vaccine kept it going.... #DoctorsSpeakUp"
"San Francisco, CA","Donald Trump: Your ""hunches"", comments and actions are dangerous, deadly and wrong...

#TrumpCrash #trumphunch #coronaflu #coronavirus #CoronaAlert #CoronavirusOutbreak #CoronaVirusChallenge #COVID #COVID19 #COVID19US #COVIDー19 #COVID_19 #DoctorsSpeakUp https://t.co/BunuSodBnz"
California,Add to that When will #DoctorsSpeakUp that https://t.co/fVkTaoWQ8m https://t.co/7tzanywKcU
,"Thank you to #DoctorsSpeakUp  and #DoctorsSpeakOut  for helping anti-science idiots and quacks self-identify so I could quickly and easily block so many of them! 

And here's hoping that at least some got exposed to real information and actual Science and it helps them recover!"
,#bigPharma is not your friend!! #DoctorsSpeakUp https://t.co/VRVUDhMxCq
"St Louis, MO",There is a reason why many diseases that were highly prevalent when my parents and I were kids are rare for us to see. Vaccines work. I’ve vaccinated all of my kids. I’m vaccinated and very thankful for the flu vaccine as an asthmatic. #DoctorsSpeakUp
USA Land of the Free,@doritmi @DarlaShine Your friends are a diverse group of parents that value children’s health just like you. #DoctorsSpeakUp and #parents speak up because #Vaccines don’t always work and religious freedoms are valued. Illnesses should not be blamed on the unvaccinated who don’t even carry the virus.
,Have you or your doctor read the inserts for #vaccines and weighed the risks and benefits? #DoctorsSpeakUp
,@SharylAttkisson #DoctorsSpeakUp When will you stand up to the corrupt public health agencies &amp; pharmaceutical mafia running healthcare?
,Vaccine injury isn't uncommon!! Doctor's aren't even trained to recognize injury and they're lying if they say otherwise! Its about time #DoctorsSpeakUp
"Sacramento, CA","Anti-vaxxers are well funded &amp; paid lobbyists $138,321.51 to oppose #SB276. The parents of @VaccinateCal had no lobbyist, just #science &amp; grit and won! #DoctorsSpeakUp #FakeMEsHurtKids #VaccinesWork #IVax2Protect https://t.co/oRiEzSsEnr"
,When will #DoctorsSpeakUp and find their voice remembering why they became doctors in the 1st place? #donoharm
Colorado,"We are making sure our kids get every single vaccine on schedule to ensure they are fully protected. Thank you science!!” -Angie, Colorado parent of two vaccinated, happy, healthy babies (2/2) #ParentsSpeakUp #DoctorsSpeakUp  #VaccinesWork #CoLeg #YesonSB163"
,#DoctorsSpeakUp like Dr. James Neuenschwander at the recent #CDC ACIP meeting https://t.co/Aifa7ZwkzH
"Kamloops, British Columbia",Med School students also learn about vaccines and speak up. #DoctorsSpeakUp #VaccinesWork https://t.co/jTaaQ5rOah
,When will #DoctorsSpeakUp?! #gardasil #HPV https://t.co/ucoh6DaFWk
"Vancouver, British Columbia","Thank you for being honest.
#DoctorsSpeakUp https://t.co/6lKYx9dg6W"
,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients? Have they forgotten their oath as doctors? When did #BigPharma payouts become more important? #OurKidsAreNotForSale @AmerAcadPeds https://t.co/6NeBI3xxcc
California,"@DemocratFed OMG Hear hear! Meanwhile, https://t.co/fVkTaoWQ8m when will #DoctorsSpeakUp about that?"
"Calgary, Alberta",#DoctorsSpeakUp I'm not a doctor but I've gone to school for psychology and understand #VaccinesSaveLives we need to start speaking up against the slander and threats of the #antivaxxer community https://t.co/wajxhAZfzi
"NoVA, USA","#STUDY: A positive association found between #AUTISM &amp; childhood #Vaccination across the US

https://t.co/Er4kxWMAmM

#LearnTheRisk #VaccinesCauseAutism #VaccineInjury #DoctorsSpeakUp https://t.co/05lsHY8tjl"
