Location,Text
"Sacramento, CA",Anti-vaxxers like Larry Cook buys #SoMe ads to prey on new mothers w/ vaccine disinformation &amp; attempts to silence #publichealth advocates supporting vaccination. #DoctorsSpeakUp #StopAntiVaxViolence #IVax2Protect @VaccinateCal @ShotsHeard  https://t.co/WAfOHzYNC0
"NoVA, USA","In the video, #ME State Senator Robert Foley testifies in opposition to LD 798 to remove religious &amp; philosophical #vaccine exemptions on the death of his daughter following the DTP vaccine.

#ParentsSpeakUp #DoctorsSpeakUp #InformedConsent
https://t.co/DC0Ty7LBII"
,When will #DoctorsSpeakUp about vaccines injury and death!  Who will have the courage! https://t.co/EZ1sEziA1q
,and Dr. Toni Bark ❤🙏 let's go all #DoctorsSpeakUp https://t.co/LQcEIRtEJt
,Played uno with my fam tonight! Dont worry i still won! (Uno champ!) U know who else won?! ICAN against CDC and VACCINES DO CAUSE AUTISM #UNO #DoctorsSpeakUp #DoctorsSpeakOut #WEDID https://t.co/PvmSh9wwav
,"@WisdomMD Forget getting information from:
* Doctors
* Mom Bloggers
* Twitter
* Parents

Trust the real source:  A card game rigged so you lose 90% of the time. Smart!
#DoctorsSpeakUp 
#doctorsspeakout https://t.co/yQiqLlUXZZ"
👀,#DoctorsSpeakUp along with #ProVaxParents and pass laws that protect the most vulnerable in our communities! https://t.co/dk1O3jV3Fx
"Atlanta, Georgia",Love it!!!  Couldn’t say it better!!  #DoctorsSpeakUp https://t.co/JMWTWovnTQ
Virginia,"@NICUBatman @DrPanMD @DrJenChen4kids @Dr_ScottK @DrVSalcedo @DocEMurray @DrRobertCLee @drninashapiro @ElBeeDoc @AAPCADocs @JohnZupancic @songMD @ImmunizeCa Yes, CDC/medical community has certainly been creative w/ claim ""Vaccines Don't Cause Autism, which thanks to CDC lawsuit we now know to be completely unsupported by science. I hope you're all held legally accountable for misleading public. #DoctorsSpeakUp https://t.co/ZolJ7YFNvs"
,@GhanaboyPharmd How’s that working out for you? #vaccineskill #DoctorsSpeakUp
,When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine maker or a doctor for faulty #vaccines ?
,"@kayser_michele Because ""vaccines work the way the work""

Which is to say: not at all
#doctorsspeakout
#doctorsspeakup"
,"And if doctors know #vaccines are safe and are going to mandate their patients receive them, they need to be held liable for injuries. #DoctorsSpeakUp #showmesafety"
,When will #DoctorsSpeakUp that hepatitis-b vaccines are not necessary     to be given to an infant within days of birth?
"Cincinnati, OH",@GambleNFin thought you might like this. #DoctorsSpeakUp https://t.co/rQ38rweaqv
United States,#doctorsspeakup and fulfill your oath to #donoharm.  Just admit yiu were wrong.  We need to restore trust in our system.  It gas gotten way too out of hand. https://t.co/xD11cd5A61 https://t.co/7qEza7Huxf
,When will #DoctorsSpeakUp to us as concerned parents and stop labelling us antivax to encourage hate towards anyone simply asking questions. My family is vaccinated but I’m done with more mandates! #VaccinesWork to create patients! https://t.co/h6iGYp4Buj
,@doritmi @DarlaShine Parents are working FOR children’s health while legislators and some doctors continue to work for Pharma. #familyfirst #DoctorsSpeakUp #noMandates #medicineIsNotOneSizeFitsAll
"Rancho Cordova, CA",@JeydithMd When will #DoctorsSpeakUp that vaccinations aren’t for everyone? Corona Virus is killing the elderly with pre-existing conditions... quit trying to scare people.
"Louisiana, USA","When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful? @MyLAAAP and @AmerAcadPeds

https://t.co/OqZCBeQW8W https://t.co/80lCWJQKpn"
,"@RepDonBeyer Stop using the derogatory term anti- V. Now. I vaccinated my kids and I stopped, because I became aware. You sir need to understand how they ""test"" vaccines. Until then, stop bowing down to Hotez. #DoctorsSpeakUp #sheeple https://t.co/J2lhTYJjCC"
,"Death rates from viral and bacterial infections plummeted before vaccines were introduced.  

#DoctorsSpeakUp https://t.co/06opoXcu6u"
,@MonstaTofu @dfreedman7 Show me. Because the National Childhood #vaccine Injury Act of 1986 says different. #DoctorsSpeakUp
In The Building Elvis Left,"Just streamed live on YouTube #DoctorsSpeakUp We talk vaccines, COVID-19, and healthcare transformation. https://t.co/ndvkL2zYIu"
"Sacramento, CA",Anti-vax leaders receive millions from wealthy sponsors to promote disinformation while grassroots parents &amp; physicians protect children in their spare time. #DoctorsSpeakUp #VaccinesSaveLives #PutKids1st @VaccinateCal @ShotsHeard @AmerAcadPeds https://t.co/W5Fil3wW6L
NJ,"According to Richard Pan, a man who calls people names as he removes their rights, parents who don’t comply with vaccine mandates and who challenge the “safe and effective” mantra with science are “bullies” who “assault” doctors. 
When will #DoctorsSpeakUp for patients? https://t.co/4cIOb1fteg"
"New York, USA","@AlokPatelMD Think about life without autism, life-threatening allergies, speech delays, mental health disorders, ADHD, or other neurodevelopmental d/o's. Why do we have to trade short term infections for a lifetime of chronic illness? Don't our children deserve health? #doctorsspeakup"
"Cincinnati, OH",@JoeBiden @Merck @HighWireTalk  @GSKUS imagine if drug makers were actually held liable for #vaccineinjuries and doctors actually reported the injuries #BidenWarren2020 #DoctorsSpeakUp https://t.co/wszkjqFtUd
,#DoctorsSpeakUp. Do doctors know that autoimmune conditions are listed on vaccine package inserts? Vaccines are not ok for all. Check the genetic profile first in a family with history of autoimmune conditions.
,"The rate of seizure from wild measles is 3 to 3.5 in 10,000.  The rate of seizure from MMR vaccine is 1 in 640.

#DoctorsSpeakUp"
,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard study?"
,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?
"Rancho Cordova, CA",@dfreedman7 When will #DoctorsSpeakUp that vaccination isn’t for everyone
"NoVA, USA","@KareL71871876 @jaswtaylor1 @DemocratFed Unless their mothers harbor #HepB virus (determined by routine prenatal blood testing), newborns are the LEAST likely human beings on the planet at risk of getting HepB.

HepB vaccination poses only risks &amp; NO benefits for babies.
#DoctorsSpeakUp #ParentsSpeakUp"
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?
Mooresville NC,Get. Your. Flu. Shot. 💉 #NursesSpeakUp #DoctorsSpeakUp https://t.co/a3GwGlrzMV
,When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine maker or a doctor for faulty #vaccines? #vaccinestakelives @AmerAcadPeds @ncpeds
"New Jersey, USA",When will #DoctorsSpeakUp that there are risks associated with #vaccines ?
,"Why does a infant receive the same vaccine dosage as a 6 year old ?
#DoctorsSpeakUp"
,"When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?"
"Plainview, NY",@AlliedPhysGroup @ZDoggMD @EricLeveneMD @eveamk So grateful to no longer have to hospitalize toddlers for rotavirus induced diarrhea and dehydration.  Hospitals are scary and stressful for parents and children.  #DoctorsSpeakUp #VaccinesWork
"Rancho Cordova, CA",@RachelAlter007 When will #DoctorsSpeakUp that vaccinations aren’t for everyone
"Ann Arbor, MI","#DoctorsSpeakUp — I am not a doctor, I just like rhyming"
,When will #DoctorsSpeakUp that #vaccines harm and kill children?
"New Jersey, USA",When will #DoctorsSpeakUp up that vaccines are not #safeandeffective for all? Better late than never!!
,When will #DoctorsSpeakUp that vaccines are #notsafeforeverybody?
'MURICA,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?
Earth~Stars~Universe,When will #DoctorsSpeakUp about the dangers of anti-depressants &amp; their part in mass shootings? https://t.co/rPTGvVGN5K
"Windsor, Ontario","4 yrs of university, 4 yrs med school, 2 yrs grad school, 3 years residency, triple board certified. I've never seen a case of:

-measles
-mumps
-rubella
-diphtheria
-tetanus
-rotavirus
-smallpox
-polio

Why? Because #VaccinesWork
#DoctorsSpeakUp"
"Plainview, NY","@AlliedPhysGroup @ZDoggMD @EricLeveneMD @eveamk Years ago when the doctor said, “it’s just a virus,” parents held their breath that their child wouldn’t wake up paralyzed.  Families lined up around the block for polio vaccine in the 1950s.  #DoctorsSpeakUp #VaccinesSaveLives"
South Carolina,"@thepedimom #DoctorsSpeakUp should be longer than a day 
A week minimum"
,@handmadekathy @RyanMarino Show me the data that says #vaccine ingredients are safe and not toxic. #DoctorsSpeakUp
"Georgia, USA","When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get
reported, according to a Harvard-Pilgrim study paid for by the CDC? @GAChapterAAP 
 @AmerAcadPeds https://t.co/25B7XIdsyf"
"St Paul, MN","Last week, I got to help a nursing student give an HPV shot to a physician who didn’t have access to this vaccine when they were a teen. What a privilege. 

#DoctorsSpeakUp #NursesSpeakUp"
California,@AnonymousAF8 @Notyour28981739 @Quirlygirl @themiterman @AlexisByStorm Please share the study link! I collect studies...#DoctorsSpeakUp
"Massachusetts, USA","When will #DoctorsSpeakUp and demand training on vaccine injuries, ingredients and affects of multiple dosing, so they can help prevent injury and do no harm?"
,"When will #DoctorsSpeakUp about attacks on medical license when issuing a medical exemption?  Hippocratic Oath is about protecting patients 
#VoteNoHB5044 @AmerAcadPeds"
"Buffalo, N.Y.","Just finished @ZDoggMD's podcast regarding #DoctorsSpeakUp and have never been so validated. Hate the fact that we have to fight for evidence based medicine, but that's what its come to. #pharmspeakup @ACCP @pharmacists"
California,@themiterman @Notyour28981739 @AlexisByStorm HAhahahahahahahahaaaaa!!! Is that the best you can come up with? Why are the vaxchoicers the only ones quoting studies? Because THERE'S NO DATA SUPPORTING the forcevaxers claims! #DoctorsSpeakUp
,"@PedsMamaDoc @PedsAly @MAhealthforkids @GretchenLasalle @DrToddWo @DrCJohns @thepedimom @DrJaimeFriedman @DrLindaMD @NicoleB_MD @ShotsHeard @AskDr_Jen Maybe if #DoctorsSpeakUp about anything other than shoving vaccines down our throats without being educated about them first, we’d respect them more. https://t.co/YMh8u4jEud"
NJ ,#VaccinesWork to make your kid sicker in the long run but you won’t hear #DoctorsSpeakUp about it.
"Plainview, NY",@AlliedPhysGroup @ZDoggMD @EricLeveneMD @eveamk Epiglottis is practically non-existent since HIB vaccine.  Young doctors who have never seen it - look it up!  Young moms be glad that your child will never have to gasp for air because of it. #DoctorsSpeakUp #VaccinesWork #VaccinesSaveLives
,I am old enough to remember the children I cared for in the Pediatric ICU who died or were severely ill and neurologically devastated from diseases that we now have vaccines for. I haven’t seen Hib epiglottitis or meningitis in 25 years. #DoctorsSpeakUp because #VaccinesWork
Los Angeles,If aluminum is related to Alzheimer’s and other neurological conditions in adults why can’t doctors admit it might be related to problems in children?  #DoctorsSpeakUp
"Minneapolis, MN","Happy Birthday @PedsAly‼️🥳🎂🎉
As a pediatrician, I vaccinate to protect lives‼️ #DoctorsSpeakUp #VaccinesWork #VaccinesSaveLives https://t.co/uvdpKnAZdD https://t.co/KxtLDM1bXc"
,"Unavoidably unsafe 
#DoctorsSpeakUp 
@NYSenatorRivera @NYGovCuomo @CarlHeastie @DickGottfried @AmerAcadPeds https://t.co/dzifcRAzFX"
,When will #DoctorsSpeakUp  like this one did? Be brave. https://t.co/bWNjuCjZgC
,The pharmaceutical companies and medical industry is just taking a page out of the tobacco companies playbook. #DoctorsSpeakUp https://t.co/sYYy9dyquC
California,@Notyour28981739 OMG Dr Zimmerman spoke out. There are good ones! #DoctorsSpeakUp
,Doctors should be screening for developmental delays - because they are the ones causing it with draconian vaccine pushing.  #DoctorsSpeakUp https://t.co/nX3lX3pb0t
,"When will #DoctorsSpeakUp about their #doublestandard of vaccinations? 

They don’t have to vaccinate themselves or their own children, but are hell-bent on vaccinating ours!"
,@thepedimom @DrToddWo @NicoleB_MD @ZDoggMD How do you determine misinformation? Pharma brochures? Young doctors these days have been brainwashed. PLEASE GET THAT. #YouUsedToBeSmart #DoctorsSpeakUp
"Plainview, NY",@AlliedPhysGroup @ZDoggMD @EricLeveneMD @eveamk Soooo many fewer visits for ear infections since we started giving children Prevnar (Pneumococcal vaccine.) Healthier children is always a win from the pediatric perspective.  #DoctorsSpeakUp #VaccinesWork
"University of Florida, USA","Falling vaccination rates can directly harm kids &amp; adults who can’t get vaccinated: 
😷transplant pts
👶🏻infants
😷immunosuppressed
👵🏼elderly
🦀 Cancer pts 
These people are vulnerable &amp; are at significant risk 💀&amp; depend on herd immunity! 
#VaccinesSaveLives 
#DoctorsSpeakUp"
,#DoctorsSpeakUp remember when doctors recommended smoking to their patients? They even smoked in their office with their patients. Look what we know about cigarettes now. Vaccines are the new tobacco. You can’t trust big business. https://t.co/LQe5nABaKC
"Caroga Lake, NY","@BusyDrT @WHO joins tic tock docs? Lmao I like these videos better. 
Cult. Lmao. Misinformation, rofl... Too funny. 
#DoctorsSpeakUp
Not trending anymore. #sorrynotsorry 
#NeverthelessShePersisted
#vaccineinducedautism
#LearnTheRisk
https://t.co/B0740AI2vT
https://t.co/rj28rPv4J0"
"Sacramento, CA",Multimillionaire Joe Mercola funds anti-vax organizations including @NVICLoeDown from his profits selling supplements &amp; quackery. #DoctorsSpeakUp #Science #VaccinesWork #IVax2Protect https://t.co/qSAwqLAvP5
,@DrToddWo The problem is that y'all are wrong. #DoctorsSpeakUp
,"Please read this message by Ed, who's a brilliant guy who has taught me a lot. It's very well put together, and he's absolutely right. Science and truth have to take back not only the hashtag #DoctorsSpeakUp, but the entire narrative around vaccines and public health. https://t.co/Wsarb4LTgS"
"NoVA, USA","Three Intravenous Vitamin C Research Studies Approved for Treating COVID-19
 https://t.co/OpwYTyuwEZ

#DoctorsSpeakUp"
California,@Notyour28981739 Tragic. Thank you Dr. Thompson. When #DoctorsSpeakUp stuff like this gets uncovered.
,Why don't #DoctorsSpeakUp about the harm that happens in their offices? My son regressed into sensory processing disorder after his preK shots. He developed a convergence insufficiency that even his teacher noticed. My kids will never be pHARMa's pin cushions for profit again!
,"Bourgeoisie #tiktokdocs: Damn it all the parents learned about our #doctorsspeakup manufactured tweet storm and started sharing about their kids bad reactions to vaccines. Let's move to #doctorsspeakout - They'll never find us there!

Parents: https://t.co/KxG5uXVX3G"
,"@DrToddWo Wouldn't it be great if doctors helped the body build immunity to immunize itself against all disease. Bummer, these vaccines repel one virus but damage the body to fight all others. Damn those alt docs who know this shit. #DoctorsSpeakUp #PediatritianBullShit"
,"@Phabal3 @AmerAcadPeds Just stop. The aluminum salts used as adjuvants are not the same thing as aluminum cans. And they've been used in #vaccines for nearly a century (so no, they don't cause the #antivaxxers' dreaded autisms). https://t.co/ZdJKt4mNTN #DoctorsSpeakUp #VaccinesWork"
"Buffalo, NY",When will #DoctorsSpeakUp that the unvaccinated are healthier than vaccinated children. @AmerAcadPeds https://t.co/wQiFfOZ1n6
,How can we have #MyBodyMyChoice and yet with #vaccines there’s no choice? #doublestandard #DoctorsSpeakUp
Virginia,"Especially since CDC was just sued to give an accounting of the studies it relies upon to make claim ""vaccines don't cause autism"" and it turns out they don't have the science to support that claim. Wide open question. #DoctorsSpeakUp https://t.co/ZolJ7Yoc6S @careygillam @mtaibbi"
,"The cognitive dissonance of the general public astounds me. They will flip out about contaminated baby food but will willingly inject their babies with cyto/neurotoxic #aluminum. 🤷‍♂️

https://t.co/7gjn3M2CkR

#DoctorsSpeakUp 
#EpiWhisp https://t.co/ZTBO5t2Krk https://t.co/Z7W5wLXf0u"
Raleigh,Will #DoctorsSpeakUp like @DrOz or #drBenCarson ? https://t.co/ujpzDD4mg1
"Plainview, NY","@AlliedPhysGroup @ZDoggMD @EricLeveneMD @eveamk Remember the rubella umbrella campaign in the 1960s?  So many babies saved from deafness, cataracts and other birth defects.  We’ve come a long way baby...or have we? #DoctorsSpeakUp #VaccinesWork #VaccinesSaveLives"
,Again for those in the back! #DoctorsSpeakUp #vaccines #harm #vaccineskill #safeandeffective #healthykids https://t.co/qGBw1BnO81
,"When will #DoctorsSpeakUp that the Hepatitis B #Vaccine administered to newborns is not only unnecessary, but also harmful?"
Where They Can't Find Me,Where are all the #DoctorsSpeakUp against their comrades who molest patients?
"Brooklyn, NY","Why don't #DoctorsSpeakUp and question why a 2 month old infant is receiving the same dose vaccine as a 7 year old child?

Why we are so careful to dose children by weight, age, height, etc. For everything else EXCEPT vaccines? 🤔"
Where They Can't Find Me,Y'all do know that plenty of #DoctorsSpeakUp AGAINST pharma? More and more are beginning to hesitate. #AskWhy
Illinois,@Jordan_Sather_ @DarlaShine #DoctorsSpeakUp maybe all these folks can step up. I’m sure the doctors have no problem being the first sheeple in the study.
,"When will #DoctorsSpeakUp that #vaccines harm and kill children?
 
When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?

Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?"
"California, USA",Why won't #DoctorsSpeakUp that vaccines harm many of their patients? https://t.co/Sa4zlyOkEP
,Where there is risk there must be choice. #DoctorsSpeakUp
"NoVA, USA","#STUDY: A case of patient with post #influenza vaccinal Acute Disseminated Encephalomyelitis (ADEM)

https://t.co/H62yHNgQXC

A 6-yo previously healthy boy developed #ADEM 16 days after #FluShot.

#LearnTheRisk #VaccineInjury #FluVaccine #WakeUp #DoctorsSpeakUp"
,"@MAhealthforkids @Docbasia @PedsMamaDoc @IAmTheHerd @Vaxyourfam @aafp @AAPPres @famfightflu @CDCFlu @healthychildren @CitizenHealthio @PPA_USA @PhyWorkTogether @DrToddWo @somedocs @ShotsHeard @ZDoggMD @NicoleB_MD @thepedimom @DrCJohns @GretchenLasalle @JillGrimesMD To say nothing of the 20,000-40,000 adults who have died from the flu!  Puts the ~3,300 from coronavirus in perspective! https://t.co/oxvCSR0b21

#DoctorsSpeakUp #VaccinesSaveLives #FluKills"
Where They Can't Find Me,"I can't wait to see #DoctorsSpeakUp when it finally comes to light just how little they truly understand about the ""treatments"" they get paid to reccomend. Nuremberg, round 2."
New York,"#DoctorsSpeakUp 
MDs just in it for the money https://t.co/ZCRTMihpw4"
,Death is a side effect of vaccines. #DoctorsSpeakUp https://t.co/jPGtdvriSO
,"This isn't just about doctors being honest. This is about population control through vaccination! This is Agenda 21!
#DoctorsSpeakUp #DoctorsSpeakOut
#Agenda21"
"Ontario, Canada","I used to shrug at anti-vaxxer antics. I used to shrug at #SCAM. 
Then my grandfather died from cancer, duped by a charlatan. 
Then we had kids. 
I realized how many people are hiding in the herd. 
I realized misinformation hurts. 
#MaintainTheHerd
#DoctorsSpeakUp"
,"Favorite part of this is: “It makes it easier to identify and block anti-vaccine cult members” 😂😂 that’s one way to not hear reason or objections! 

#DoctorsSpeakUp
 https://t.co/qKbtwbR4lh"
,Why won’t #DoctorsSpeakUp for my son who suffered for 5 months after his 2 month round? My husband and I didn’t think he would make it. We were kicked out of the practice for asking questions. #reallife @IND_AAP @AmerAcadPeds
Where They Can't Find Me,When will #DoctorsSpeakUp against pharmaceutical fraud? ALL of them have been convicted. Why are we trusting them without question?
"Florida, USA",@SarasCrazyLife @CDCgov I think you are the 1st person from the Pharmacy profession I have seen on social media in regards to #DoctorsSpeakUp thanks!! Pharmacists are really the perfect people to discuss this topic!!
,"@PedsMamaDoc Many doctors are somewhat asbergers themselves and have no clue how to shift gears into analytical detective work to see the harm of vaccines, away from memorizing Pharma phacts. Let the big picture people decide. #DoctorsSpeakUp"
-Utah-,"“If children don’t have fully developed immune systems until age 1-4, why are we overloading 0-12 month-old babies with up to 24 vaccines filled with toxic chemicals?” 🤔
#DoctorsSpeakUp"
,Remind me AGAIN why federal tax dollars pay for damages inflicted by a company worth billions?! #DoctorsSpeakUp
"Ashland, Oregon","When will #DoctorsSpeakUp and truthfully acknowledge that the current schedule of recommended #vaccines has never been studied with respect to cumulative exposures, simultaneous administration, dose or timing? https://t.co/TE6NXnzxQ7"
"Caroga Lake, NY",@HighWireTalk @uTobian @MaximumOver I love when REAL #DoctorsSpeakUp for TRUTH.
California,@MJonesnR @LotusOak2 The issue is not provax vs antivax. It's forcevax vs choicevax. When will #DoctorsSpeakUp about that?
,"My child had various reactions from vaccines. 

The pediatrician told me. 

Oh well it happens. 

#doctorsspeakup 
#nursesspeakup 
#pediatriciansspeakup

#wedid"
,@RyanMarino Show me the inserts that they aren’t toxic. Last time I checked aluminum is classified as a neurotoxin. And what strain of measles did this child have? Surely it wasn’t a wild strain. That would be the headline for sure. But I bet it was a vaccine strain. #DoctorsSpeakUp
,"Dear State Legislators,
Our US Constitution says that NO EMERGENCY shall be just cause to strip the rights of the individual. Just wanted to remind you of your OATH and to fight for #WeThePeople #DoctorsSpeakOut #DoctorsSpeakUp #US4MF"
United States,Why won’t #DoctorsSpeakUp about section 13.1 of EVERY vaccine insert? “_______ has not been evaluated for carcinogenic or mutagenic potential or impairment of fertility.”
Canada,"@dfreedman7 Been reading a lot of these threads today.  Thanks #DoctorsSpeakUp for all you do.

I am sorry that people resort to threatening, doxxing &amp; terrible attacks on you.

Please know there are many who greatly appreciate &amp; respect your work. I'm a layman but wanted to say thanks!"
"Pittsburgh, PA","Why won't #DoctorsSpeakUp that #vaccines charm 
many of their patients?"
,Watch @salonmaire's broadcast: Riders On The Storm...#DoctorsSpeakUp 🗣 ⚖️💡💚#WakeWithWordLove   #WordLoveEmpire #Luminous365  #Perigirls https://t.co/wWMhHXcXx0
#FlatEarth,Here is #DoctorsSpeakUp 😐 https://t.co/dPzrEdkq9U
pinging off cell towers,"@DrPanMD @VaccinateCal @CASOSvote @vaxwa1 has no budget, money, no lobbyist and we helped pass HB1638 last year.  #volunteer #tenacity #VaccinesSaveLives #DoctorsSpeakUp #ParentsSpeakUp"
"Pittsburgh, PA","When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for 
newborns is unnecessary and harmful? 

@MattGaudy"
,When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all? @AAPMichigan @AmerAcadPeds
The Rock,"Despite the fact that modern science has redefined #Downsyndrome as an immune disorder, it does not qualify for a medical exemption. 
One-size-fits-all vaccine mandates HARM the very persons they're purported to protect.

@ChildrensHD 
#DownSyndromeLivesMatter
#DoctorsSpeakUp https://t.co/Y9p9o4zuB0"
United States,Thank you to all those who shared #science-based messages as part of the #DoctorsSpeakUp #NursesSpeakUp campaign today. It's inspiring to see so many #healthcare providers and #publichealth advocates stand up and show their support for the life-saving power of #vaccines! https://t.co/b6mxpZG68T
"Kansas City, MO","@RuiXuKS 😳 Before the measles vaccine, ~450 people died from measles each year; most of them were healthy children. Complications: pneumonia, encephalitis. Of every 1,000 people who got measles, 1 to 2 would die. https://t.co/oSLeGLDGdS #VaccinesWork #VaccinesSaveLives #DoctorsSpeakUp"
,When will #DoctorsSpeakUp about how to boost your immune system naturally instead of pushing false immunity through toxic injections?
Maine,In order to get my immunization certification I had to take a 20 hour online class plus 2 days in person. No secret Illuminati ceremony on the “real truth” about vaccines or pharma shill blood contracts because #VaccinesWork #VaccinesSaveLives #DoctorsSpeakUp #PharmacistsSpeakUp
"Washington, DC","When will #doctorsspeakup that only 1% of #vaccineinjury incidents get reported, according to a Harvard study?"
Washington Heights raised ,"Why are some you #DoctorsSpeakUp administrating multiple shots simply bc you don’t think your patients will return as soon as you’d like them to for ‘wellness’ visits?
#NursesSpeakUp @medTwitter
@AmerAcadPeds @DickGottfried @NYSAAPCH2"
,"@dfreedman7 And in all of those years of training, how many years were spent learning about #vaccines and how they are made? And why is it that #vaccine makers and doctors cannot be sued? #DoctorsSpeakUp"
"Boston, MA","Patients in #Mississippi deserve legal access to medical #cannabis -- glad that Doctors For Cannabis Regulation @DFCRorg is helping out here! Give them a safer alternative for #pain control (and #insomnia..and #PTSD..and #anxiety..)
#medtwitter #medstudenttwitter #DoctorsSpeakUp https://t.co/DbL2mx6xmu"
"Pittsburgh, PA","When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccinemaker for faulty #vaccines? 
That #VaccineCourt is a travesty of justice? 

@MattGaudy"
"Canada, Dalhousie Medicine, NB",@LisaNewhouse4 #VaccinesWork the flu vaccine reduces deaths due to flu especially for kids and older adults. #DoctorsSpeakUp
"Bellport, NY","@juli882 @mursebigford @ShawnteJamesMD @DrToddWo @ZDoggMD @ShotsHeard @NicoleB_MD #DoctorsSpeakUp why then are recently vaccinated family, friends and children asked not to visit immune compromised patients? https://t.co/LbhiVYHCar"
,"Why don't #DoctorsSpeakUp about the potential side effects of vaccines, instead of  spewing the ""safe and effective"" garbage?"
"Las Vegas, NV","Why are reactions after 💉, whether immediate, days, weeks, or months after, always called a #coincidence with them? There's a very LONG list of adverse reactions to 💉 as well as when reactions appear. When will #DoctorsSpeakUp on this misrepresentation of #vaccine facts ?"
,"#DoctorsSpeakUp 
How Dare Insurance Companies Do This To Doctor's! How Dare Doctor's Care More About $$$ Than Their Patient's Health/Lives! https://t.co/qn86Ce2ZUJ"
,"@ZDoggMD If you actually listened and believed in patients experience rather than Pharma phacts, you might no be so afraid of the truth. #DoctorsSpeakUp"
,Some #DoctorsSpeakUp https://t.co/8tWF5Q0Pwt
"USA, EMEA, APAC","@SallyCounihanc1 @dfreedman7 Please lmk when you can clarify - I can't make head nor tail of ⬆️

Meanwhile #VaccinesWork #VaccinesSaveLives #DoctorsSpeakUp"
,"Vaccines haveNO proper inert #placebo SAFETYstudies bc it wouldn't be""ethical""! #pHARMa thinks its MOREethical to trial it on our kids!Why dont #DoctorsSpeakUp #US4MF 
#vaccines #VisForVaccine #realscience vs. #tobaccoscience #learntherisk #DoctorsSpeakOut https://t.co/bEJHfrSS2D https://t.co/Zbt5zqsvaE"
,"For the #DoctorsSpeakUp ready to face the reality, the CDC could only come up with 20 WHOPPING studies that really DIDN’T prove that vaccines don’t cause autism.  When will you face the facts and faulty science? 

Take the lie down!  @CDCgov 

https://t.co/9YpiKUpouP"
San Diego,"Also, if you haven’t gotten your flu shot yet, please do. It’s better not to have the flu while staying vigilant about #COVID19. #DoctorsSpeakUp #VaccinesSaveLives #BeWiseImmunize"
Bayport ny ,When will #DoctorsSpeakUp that not all vaccines are safe and effective for all!
L.I. New York ,"Wish #DoctorsSpeakUp would gain some sense, do they know the #vaccineinjured cannot sue a #vaccine Maker or doctor for faulty #vaccines. Do they know about #SIDS cluster coverup. Can’t trust #Pharma. #NoNYMandates
#GardasilisDangerous @LizKrueger @NYGovCuomo 
@bradhoylman https://t.co/GJRerAPg9V https://t.co/SQmtdA7x7r"
"Kamloops, British Columbia","When they don’t have facts, anti-vaxxers resort to physical assault. #DoctorsSpeakUp #VaccinesWork https://t.co/fWorhiy3jr"
Bayport ny ,When will #DoctorsSpeakUp the hep b and vitamin k are harmful and unnecessary day 1 of life
,"That #VaccineCourt is a travesty of justice? 

#DoctorsSpeakUp #vaccineinjured #vaccines #vaccine #VaccineCourt #vaccineinjury #harm #safeandeffective #truth #MDup #DoctorUp @SC_APP @ncpeds @AmerAcadPeds"
"USA, EMEA, APAC","@KEdler19 I don't get paid for this either
I am a parent of 3 children and our whole family has had all our vaccinations
Do you think I want to ahrm them, myself, anyone else?
What information would change your mind?
#VaccinesWork #VaccinesSaveLives #DoctorsSpeakUp"
,"@NJSenatePres @sixers You should be watching today's episode of Highwire..and see how ICAN won against the CDC.. you might learn something..
#believemoms
#ParentsoverPharma
#DoctorsSpeakUp
#Scienceisneversettled
#belikeHolley"
,@DrToddWo @somedocs @AboutPediatrics You're problem is that you are wrong. #DoctorsSpeakUp
Far away ,"We are still waiting #DoctorsSpeakUp #DoctorWho #DoctorsSpeakOut for what? Your not speaking out for your patients but instead for a profitable product all in the name of $ #vaccines #VaccinesDoCauseAutism 1in36 but crickets from #Doc @AmerAcadPeds @NICUBatman 
@realDonaldTrump https://t.co/othBYVyAIj"
,"@AmerAcadPeds I want to personally thank you for this amazing opportunity to educate the public through experience not witch science. @CharlesLavineNY
#DoctorsSpeakUp #vaccines #harm #vaccineskill #safeandeffective #healthykids https://t.co/j7zOEbZwb9"
,"When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is
unnecessary and harmful?"
